	shluc1	shluc2	shY1	shY2
ENSG00000235975	0	0	0	1
ENSG00000235976	0	0	0	0
ENSG00000235978	19	24	11	10
ENSG00000235979	0	0	1	0
ENSG00000235981	0	0	0	0
ENSG00000235984	0	0	0	0
ENSG00000235988	0	0	2	0
ENSG00000235989	75	83	99	99
ENSG00000235990	2	1	0	0
ENSG00000235991	0	0	0	0
ENSG00000235992	0	0	0	0
ENSG00000235993	0	0	0	0
ENSG00000235994	0	0	0	0
ENSG00000235995	0	0	0	0
ENSG00000235996	0	0	0	0
ENSG00000235997	0	0	0	0
ENSG00000235998	0	0	0	0
ENSG00000236003	0	1	0	1
ENSG00000236004	0	0	0	0
ENSG00000236005	0	0	0	0
ENSG00000236007	0	0	0	0
ENSG00000236008	0	0	0	0
ENSG00000236009	0	0	0	0
ENSG00000236012	0	0	0	0
ENSG00000236013	0	0	0	0
ENSG00000236015	11	21	9	11
ENSG00000236017	54	48	48	27
ENSG00000236018	1	0	1	0
ENSG00000236021	3	0	0	0
ENSG00000236022	0	0	0	0
ENSG00000236024	0	0	0	0
ENSG00000236025	0	0	0	0
ENSG00000236026	0	0	0	0
ENSG00000236027	0	0	0	0
ENSG00000236028	0	2	0	0
ENSG00000236031	33	53	32	26
ENSG00000236032	0	0	0	0
ENSG00000236035	0	0	0	0
ENSG00000236036	0	0	0	0
ENSG00000236039	5	6	2	1
ENSG00000236040	0	0	0	0
ENSG00000236041	0	0	0	0
ENSG00000236042	0	0	0	0
ENSG00000236044	0	0	0	0
ENSG00000236045	0	0	0	0
ENSG00000236046	0	0	0	0
ENSG00000236047	1	0	0	0
ENSG00000236048	0	2	0	0
ENSG00000236049	0	0	0	0
ENSG00000236051	151	151	130	156
ENSG00000236052	0	0	0	0
ENSG00000236053	0	0	0	0
ENSG00000236054	0	0	0	0
ENSG00000236056	0	0	0	0
ENSG00000236058	0	1	0	0
ENSG00000236060	0	0	0	0
ENSG00000236062	0	0	0	0
ENSG00000236064	0	0	0	0
ENSG00000236065	27	23	23	19
ENSG00000236068	0	0	0	0
ENSG00000236069	0	0	0	0
ENSG00000236072	0	0	0	0
ENSG00000236073	0	0	0	0
ENSG00000236075	0	0	0	0
ENSG00000236076	0	0	0	0
ENSG00000236077	0	0	0	0
ENSG00000236078	0	0	0	0
ENSG00000236079	0	0	0	0
ENSG00000236080	0	0	0	0
ENSG00000236081	2	8	6	7
ENSG00000236083	0	0	0	0
ENSG00000236085	0	0	0	0
ENSG00000236086	0	0	0	0
ENSG00000236088	164	185	123	149
ENSG00000236090	0	0	0	0
ENSG00000236091	0	0	0	0
ENSG00000236094	0	2	0	0
ENSG00000236095	0	0	0	0
ENSG00000236097	0	0	0	0
ENSG00000236098	2	2	2	10
ENSG00000236099	0	0	0	0
ENSG00000236101	0	0	0	0
ENSG00000236102	0	0	0	0
ENSG00000236104	182	171	101	109
ENSG00000236105	0	0	0	0
ENSG00000236106	0	0	0	0
ENSG00000236107	8	4	3	7
ENSG00000236108	0	0	0	0
ENSG00000236109	0	0	0	0
ENSG00000236110	0	0	0	0
ENSG00000236111	0	0	0	0
ENSG00000236114	0	0	0	0
ENSG00000236115	0	0	0	0
ENSG00000236116	0	0	0	0
ENSG00000236117	0	0	0	0
ENSG00000236118	0	0	0	0
ENSG00000236119	0	0	0	0
ENSG00000236120	3	2	6	2
ENSG00000236121	0	0	0	0
ENSG00000236123	0	0	0	1
ENSG00000236124	0	0	0	0
ENSG00000236125	0	0	0	0
ENSG00000236126	0	0	0	0
ENSG00000236129	0	0	0	0
ENSG00000236130	0	0	0	0
ENSG00000236131	0	0	0	0
ENSG00000236132	0	1	0	0
ENSG00000236133	0	0	2	0
ENSG00000236136	0	0	0	0
ENSG00000236137	4	4	7	10
ENSG00000236138	0	0	0	0
ENSG00000236140	0	0	0	0
ENSG00000236141	0	0	0	0
ENSG00000236144	389	427	428	346
ENSG00000236145	0	0	0	0
ENSG00000236146	0	0	0	0
ENSG00000236148	0	0	0	0
ENSG00000236151	0	0	0	0
ENSG00000236152	0	0	0	0
ENSG00000236153	0	0	1	0
ENSG00000236154	0	0	0	0
ENSG00000236155	2	0	0	0
ENSG00000236156	0	0	0	0
ENSG00000236158	0	0	0	0
ENSG00000236159	0	0	1	0
ENSG00000236160	0	0	0	0
ENSG00000236162	0	0	0	0
ENSG00000236164	0	0	0	0
ENSG00000236165	1	6	1	1
ENSG00000236166	6	1	0	2
ENSG00000236167	0	0	0	0
ENSG00000236168	0	0	0	0
ENSG00000236170	0	0	0	0
ENSG00000236171	0	0	0	0
ENSG00000236172	0	1	0	0
ENSG00000236173	0	0	0	0
ENSG00000236175	0	0	0	0
ENSG00000236176	0	0	0	0
ENSG00000236179	0	0	0	0
ENSG00000236180	0	0	0	0
ENSG00000236182	0	0	0	0
ENSG00000236184	6	4	6	1
ENSG00000236185	0	0	0	0
ENSG00000236187	0	0	0	1
ENSG00000236188	1	0	0	1
ENSG00000236189	0	0	0	0
ENSG00000236190	0	0	0	0
ENSG00000236191	0	0	0	0
ENSG00000236193	0	0	0	0
ENSG00000236194	1	3	0	2
ENSG00000236195	0	0	0	0
ENSG00000236197	0	0	1	0
ENSG00000236199	10	19	15	24
ENSG00000236200	209	254	218	186
ENSG00000236202	0	0	0	0
ENSG00000236204	3	6	2	3
ENSG00000236205	0	0	0	0
ENSG00000236206	0	0	0	0
ENSG00000236208	0	0	0	0
ENSG00000236209	6	1	0	0
ENSG00000236211	0	0	0	0
ENSG00000236212	0	0	0	0
ENSG00000236213	500	621	302	336
ENSG00000236216	0	0	0	0
ENSG00000236217	0	0	0	0
ENSG00000236226	0	2	0	0
ENSG00000236229	0	0	0	0
ENSG00000236230	0	0	0	0
ENSG00000236231	0	0	0	0
ENSG00000236232	0	0	0	0
ENSG00000236234	2	2	0	7
ENSG00000236235	0	0	0	0
ENSG00000236238	0	0	0	1
ENSG00000236240	0	0	0	0
ENSG00000236241	0	0	0	0
ENSG00000236242	10	10	0	1
ENSG00000236243	0	0	0	0
ENSG00000236244	0	0	0	0
ENSG00000236246	0	0	0	0
ENSG00000236248	0	0	0	0
ENSG00000236252	0	0	0	0
ENSG00000236253	0	0	0	0
ENSG00000236254	0	0	0	0
ENSG00000236255	43	61	51	63
ENSG00000236256	10	16	15	9
ENSG00000236257	0	0	0	0
ENSG00000236258	0	0	0	0
ENSG00000236259	0	0	0	0
ENSG00000236261	0	0	0	0
ENSG00000236262	0	0	0	0
ENSG00000236263	21	24	9	11
ENSG00000236264	6	4	13	19
ENSG00000236266	51	64	25	29
ENSG00000236267	0	0	0	0
ENSG00000236268	0	0	0	1
ENSG00000236272	0	0	0	0
ENSG00000236274	0	0	0	0
ENSG00000236276	47	57	26	21
ENSG00000236277	0	0	0	0
ENSG00000236278	0	0	0	0
ENSG00000236279	0	0	0	0
ENSG00000236280	0	0	0	0
ENSG00000236281	0	0	0	0
ENSG00000236283	3	1	0	0
ENSG00000236284	0	0	0	0
ENSG00000236285	0	0	0	0
ENSG00000236287	342	419	343	323
ENSG00000236289	0	0	0	0
ENSG00000236290	0	0	0	0
ENSG00000236292	0	0	0	0
ENSG00000236295	0	0	0	0
ENSG00000236296	0	1	0	0
ENSG00000236297	0	1	3	0
ENSG00000236299	0	5	2	2
ENSG00000236300	0	0	0	0
ENSG00000236301	0	0	0	0
ENSG00000236303	0	0	0	0
ENSG00000236304	0	0	0	0
ENSG00000236305	1	0	1	0
ENSG00000236306	0	0	0	0
ENSG00000236307	0	1	2	0
ENSG00000236308	10	28	15	14
ENSG00000236311	0	0	0	0
ENSG00000236312	0	0	0	0
ENSG00000236313	0	0	0	0
ENSG00000236316	0	0	0	0
ENSG00000236317	1	4	0	0
ENSG00000236318	0	0	0	0
ENSG00000236319	0	0	0	0
ENSG00000236320	0	0	1	0
ENSG00000236323	0	0	0	0
ENSG00000236324	0	0	0	0
ENSG00000236325	0	0	0	0
ENSG00000236326	47	48	52	36
ENSG00000236327	0	0	0	0
ENSG00000236330	0	0	0	0
ENSG00000236332	0	0	0	0
ENSG00000236333	112	115	179	180
ENSG00000236334	0	0	0	0
ENSG00000236335	0	0	0	0
ENSG00000236336	0	0	0	0
ENSG00000236337	6	7	2	10
ENSG00000236339	0	0	0	0
ENSG00000236340	0	0	0	0
ENSG00000236341	4	8	7	0
ENSG00000236343	0	0	0	0
ENSG00000236345	1	2	0	3
ENSG00000236347	4	6	3	0
ENSG00000236348	0	0	0	0
ENSG00000236349	1	0	0	0
ENSG00000236352	0	2	0	1
ENSG00000236354	0	0	0	0
ENSG00000236355	0	0	0	0
ENSG00000236356	0	0	0	0
ENSG00000236357	0	0	0	0
ENSG00000236358	0	1	2	1
ENSG00000236359	1	0	0	0
ENSG00000236360	12	13	16	8
ENSG00000236362	0	0	0	0
ENSG00000236364	140	144	156	144
ENSG00000236365	0	0	0	0
ENSG00000236366	0	0	0	0
ENSG00000236371	0	0	0	0
ENSG00000236372	0	0	0	0
ENSG00000236373	0	0	0	0
ENSG00000236375	0	0	0	0
ENSG00000236376	0	0	0	0
ENSG00000236377	0	0	0	0
ENSG00000236378	0	0	0	0
ENSG00000236379	0	0	0	0
ENSG00000236380	0	0	0	0
ENSG00000236382	0	0	0	0
ENSG00000236383	20	27	15	19
ENSG00000236384	3	1	3	7
ENSG00000236385	0	0	0	0
ENSG00000236386	0	0	4	0
ENSG00000236387	0	0	0	0
ENSG00000236388	0	0	0	0
ENSG00000236389	0	0	0	0
ENSG00000236390	1	0	0	0
ENSG00000236391	0	0	1	0
ENSG00000236393	0	0	0	0
ENSG00000236394	0	0	0	0
ENSG00000236395	0	0	0	0
ENSG00000236396	0	0	0	0
ENSG00000236397	7	6	6	5
ENSG00000236398	0	0	0	0
ENSG00000236400	0	0	0	0
ENSG00000236401	0	0	0	0
ENSG00000236403	0	0	0	0
ENSG00000236404	141	153	167	143
ENSG00000236405	0	0	0	0
ENSG00000236407	0	0	0	0
ENSG00000236408	0	0	0	0
ENSG00000236409	2	1	1	0
ENSG00000236411	0	2	0	0
ENSG00000236412	0	0	0	0
ENSG00000236413	0	0	0	0
ENSG00000236414	0	0	0	0
ENSG00000236417	1	0	0	0
ENSG00000236420	0	0	0	0
ENSG00000236423	8	10	9	10
ENSG00000236424	0	0	0	0
ENSG00000236425	0	0	0	0
ENSG00000236426	0	0	0	0
ENSG00000236427	0	0	3	0
ENSG00000236429	0	0	0	0
ENSG00000236430	0	0	0	1
ENSG00000236431	4	4	4	5
ENSG00000236432	136	156	187	187
ENSG00000236433	0	0	0	0
ENSG00000236434	0	0	0	0
ENSG00000236435	0	0	0	0
ENSG00000236436	0	0	0	0
ENSG00000236437	0	0	0	0
ENSG00000236438	11	10	2	7
ENSG00000236439	3	3	0	3
ENSG00000236440	0	0	0	0
ENSG00000236442	0	0	0	0
ENSG00000236444	0	2	0	0
ENSG00000236445	0	0	0	0
ENSG00000236446	0	0	0	0
ENSG00000236447	0	0	0	0
ENSG00000236449	0	2	1	1
ENSG00000236450	0	0	0	0
ENSG00000236451	1	0	0	2
ENSG00000236452	0	0	0	0
ENSG00000236453	0	0	4	1
ENSG00000236456	0	0	1	0
ENSG00000236457	0	0	0	0
ENSG00000236459	0	0	0	0
ENSG00000236460	0	0	0	0
ENSG00000236461	0	0	0	0
ENSG00000236463	2	0	0	0
ENSG00000236464	0	0	0	0
ENSG00000236466	0	0	0	0
ENSG00000236467	55	67	50	62
ENSG00000236468	0	0	0	0
ENSG00000236469	0	0	0	0
ENSG00000236471	0	0	0	0
ENSG00000236472	330	307	321	251
ENSG00000236473	0	0	0	0
ENSG00000236474	0	0	1	0
ENSG00000236475	0	3	0	1
ENSG00000236476	0	0	0	0
ENSG00000236477	0	0	0	0
ENSG00000236478	0	0	0	0
ENSG00000236480	0	0	0	0
ENSG00000236481	0	0	0	0
ENSG00000236483	0	2	1	0
ENSG00000236484	1	0	0	0
ENSG00000236485	0	1	0	0
ENSG00000236487	0	0	0	0
ENSG00000236489	0	1	0	0
ENSG00000236491	1	0	4	5
ENSG00000236493	0	0	0	5
ENSG00000236494	2	0	0	1
ENSG00000236495	0	0	0	0
ENSG00000236496	1	0	1	0
ENSG00000236497	0	0	0	0
ENSG00000236498	268	314	363	355
ENSG00000236499	0	1	0	0
ENSG00000236500	0	0	0	0
ENSG00000236501	0	0	0	0
ENSG00000236502	0	0	0	0
ENSG00000236503	0	0	0	0
ENSG00000236504	0	0	0	0
ENSG00000236505	0	0	0	0
ENSG00000236507	0	0	0	0
ENSG00000236508	1	0	0	0
ENSG00000236509	0	0	0	0
ENSG00000236510	0	0	2	0
ENSG00000236511	0	0	0	0
ENSG00000236512	0	0	1	1
ENSG00000236513	0	0	0	0
ENSG00000236514	1	5	4	2
ENSG00000236516	0	0	0	0
ENSG00000236519	3	6	2	2
ENSG00000236520	2	0	0	0
ENSG00000236521	0	0	0	0
ENSG00000236523	0	0	0	0
ENSG00000236525	0	0	0	0
ENSG00000236526	92	116	76	75
ENSG00000236527	0	0	0	0
ENSG00000236528	13	15	9	14
ENSG00000236529	5	4	0	4
ENSG00000236530	0	0	0	0
ENSG00000236531	0	0	0	0
ENSG00000236532	0	0	0	0
ENSG00000236533	0	1	0	1
ENSG00000236534	0	1	0	0
ENSG00000236535	0	0	0	0
ENSG00000236536	1	0	0	0
ENSG00000236538	0	0	0	0
ENSG00000236539	2	2	0	1
ENSG00000236540	55	56	49	37
ENSG00000236541	0	0	0	0
ENSG00000236542	0	0	0	0
ENSG00000236543	0	0	0	0
ENSG00000236544	3	0	0	0
ENSG00000236545	4	0	0	1
ENSG00000236546	2	3	0	0
ENSG00000236548	46	51	48	37
ENSG00000236549	0	0	0	0
ENSG00000236550	0	0	0	0
ENSG00000236552	386	433	405	446
ENSG00000236554	0	0	0	0
ENSG00000236555	0	0	0	0
ENSG00000236556	0	0	0	0
ENSG00000236559	0	0	1	0
ENSG00000236562	0	0	0	0
ENSG00000236564	0	0	0	0
ENSG00000236565	4	3	8	14
ENSG00000236567	0	2	0	4
ENSG00000236569	0	0	0	0
ENSG00000236570	0	0	1	0
ENSG00000236571	0	0	0	0
ENSG00000236572	0	0	0	0
ENSG00000236574	0	0	0	0
ENSG00000236576	0	0	0	0
ENSG00000236577	0	0	1	1
ENSG00000236580	0	0	0	0
ENSG00000236581	2	0	1	5
ENSG00000236582	0	0	0	0
ENSG00000236583	0	0	0	0
ENSG00000236590	0	0	0	0
ENSG00000236591	2	3	3	6
ENSG00000236592	0	0	0	1
ENSG00000236594	0	0	0	0
ENSG00000236595	0	0	0	0
ENSG00000236596	0	0	0	0
ENSG00000236597	0	0	0	0
ENSG00000236599	0	0	0	0
ENSG00000236601	0	0	0	0
ENSG00000236603	29	46	49	22
ENSG00000236604	0	0	0	0
ENSG00000236605	0	0	0	0
ENSG00000236606	0	0	0	0
ENSG00000236607	0	0	0	0
ENSG00000236608	0	0	0	0
ENSG00000236609	21	17	4	5
ENSG00000236610	0	0	0	0
ENSG00000236611	0	0	0	0
ENSG00000236612	0	0	0	0
ENSG00000236615	0	0	0	0
ENSG00000236616	0	0	0	0
ENSG00000236617	0	0	0	0
ENSG00000236618	55	42	68	42
ENSG00000236620	0	0	0	0
ENSG00000236626	0	0	0	0
ENSG00000236627	0	0	0	0
ENSG00000236634	0	0	0	0
ENSG00000236635	0	0	0	0
ENSG00000236636	0	0	0	0
ENSG00000236637	0	0	0	0
ENSG00000236638	0	0	0	0
ENSG00000236641	0	0	0	0
ENSG00000236643	0	2	0	0
ENSG00000236646	0	0	0	0
ENSG00000236647	0	0	0	0
ENSG00000236648	0	0	0	0
ENSG00000236651	5	0	1	1
ENSG00000236653	0	0	0	0
ENSG00000236654	0	0	0	1
ENSG00000236655	0	0	0	0
ENSG00000236656	0	0	0	0
ENSG00000236658	2	3	0	0
ENSG00000236662	2	0	6	1
ENSG00000236663	0	2	0	1
ENSG00000236664	0	0	0	0
ENSG00000236665	0	0	0	0
ENSG00000236666	0	0	0	0
ENSG00000236667	0	0	0	0
ENSG00000236668	0	0	0	0
ENSG00000236670	0	4	3	0
ENSG00000236671	824	861	544	533
ENSG00000236673	0	0	0	0
ENSG00000236674	0	0	0	0
ENSG00000236675	53	62	51	9
ENSG00000236676	0	0	0	0
ENSG00000236677	16	5	8	11
ENSG00000236678	0	0	0	0
ENSG00000236679	0	0	0	0
ENSG00000236680	0	0	0	0
ENSG00000236681	0	0	0	0
ENSG00000236682	15	28	43	22
ENSG00000236683	0	0	0	0
ENSG00000236686	0	0	0	0
ENSG00000236687	0	0	0	0
ENSG00000236689	0	0	0	0
ENSG00000236690	0	0	0	0
ENSG00000236691	0	0	0	0
ENSG00000236692	0	0	0	0
ENSG00000236695	0	0	0	0
ENSG00000236698	98	103	123	135
ENSG00000236699	133	103	129	124
ENSG00000236700	2	0	2	0
ENSG00000236701	0	0	0	0
ENSG00000236703	3	4	2	1
ENSG00000236704	0	0	0	0
ENSG00000236708	0	0	0	0
ENSG00000236709	0	0	0	0
ENSG00000236710	0	0	0	0
ENSG00000236711	0	1	1	0
ENSG00000236712	0	0	1	0
ENSG00000236713	0	0	0	0
ENSG00000236714	0	3	0	0
ENSG00000236716	0	0	0	0
ENSG00000236717	0	0	0	0
ENSG00000236718	0	0	0	0
ENSG00000236719	0	0	0	0
ENSG00000236720	0	0	0	0
ENSG00000236722	0	0	0	0
ENSG00000236723	157	160	145	118
ENSG00000236724	0	0	0	0
ENSG00000236731	0	0	0	0
ENSG00000236732	1	4	0	0
ENSG00000236733	0	0	0	0
ENSG00000236735	0	0	0	0
ENSG00000236736	0	0	0	0
ENSG00000236737	0	0	0	0
ENSG00000236739	1	2	0	3
ENSG00000236740	0	4	0	1
ENSG00000236741	0	0	0	0
ENSG00000236744	0	0	0	0
ENSG00000236745	0	0	0	0
ENSG00000236747	0	0	0	0
ENSG00000236748	0	0	0	0
ENSG00000236750	3	4	2	7
ENSG00000236751	4	12	13	6
ENSG00000236753	56	63	44	57
ENSG00000236754	1	1	1	1
ENSG00000236756	171	215	233	228
ENSG00000236758	0	0	0	0
ENSG00000236760	0	0	0	0
ENSG00000236761	0	0	0	0
ENSG00000236762	0	0	0	0
ENSG00000236763	0	0	0	0
ENSG00000236764	0	0	0	0
ENSG00000236768	0	0	0	0
ENSG00000236769	0	0	0	0
ENSG00000236770	0	0	0	0
ENSG00000236772	14	24	25	27
ENSG00000236773	0	2	1	0
ENSG00000236775	0	0	0	0
ENSG00000236776	0	0	0	0
ENSG00000236777	0	0	0	0
ENSG00000236778	22	27	28	32
ENSG00000236779	0	0	0	0
ENSG00000236780	3	2	2	2
ENSG00000236782	268	311	296	289
ENSG00000236783	0	0	0	0
ENSG00000236785	0	0	0	0
ENSG00000236786	0	0	0	0
ENSG00000236790	0	0	0	0
ENSG00000236791	0	0	0	0
ENSG00000236792	3	2	1	1
ENSG00000236794	0	0	0	0
ENSG00000236795	0	0	0	0
ENSG00000236796	3	3	2	1
ENSG00000236797	0	0	0	0
ENSG00000236799	0	0	1	1
ENSG00000236800	0	0	0	0
ENSG00000236801	12	21	13	16
ENSG00000236803	0	0	0	0
ENSG00000236804	0	0	3	0
ENSG00000236806	0	0	0	0
ENSG00000236807	0	0	0	0
ENSG00000236809	3	8	5	4
ENSG00000236810	202	210	188	184
ENSG00000236811	1	0	0	1
ENSG00000236813	0	0	0	0
ENSG00000236814	26	37	31	36
ENSG00000236816	0	0	0	0
ENSG00000236817	0	0	0	0
ENSG00000236818	0	0	0	0
ENSG00000236819	58	56	16	31
ENSG00000236822	0	0	0	0
ENSG00000236823	0	0	0	0
ENSG00000236824	6	7	2	10
ENSG00000236825	0	0	0	0
ENSG00000236827	0	0	0	0
ENSG00000236828	0	0	0	0
ENSG00000236829	2	5	9	2
ENSG00000236830	78	102	76	72
ENSG00000236831	0	0	0	0
ENSG00000236832	0	0	0	0
ENSG00000236833	3	2	0	4
ENSG00000236834	0	0	0	0
ENSG00000236836	0	0	0	0
ENSG00000236837	0	0	0	0
ENSG00000236838	1	0	0	0
ENSG00000236839	0	0	0	0
ENSG00000236841	1	0	0	0
ENSG00000236842	0	0	0	0
ENSG00000236844	0	0	0	0
ENSG00000236846	0	0	2	0
ENSG00000236847	0	0	0	0
ENSG00000236848	1	0	0	0
ENSG00000236849	0	0	0	0
ENSG00000236852	0	0	0	0
ENSG00000236853	0	0	0	0
ENSG00000236854	0	0	0	0
ENSG00000236856	1	0	2	0
ENSG00000236857	2	3	1	1
ENSG00000236858	0	0	0	0
ENSG00000236859	338	327	418	404
ENSG00000236860	0	0	0	0
ENSG00000236861	4	3	6	3
ENSG00000236862	0	0	0	0
ENSG00000236863	1	0	0	0
ENSG00000236864	0	0	0	0
ENSG00000236866	0	0	0	0
ENSG00000236867	7	1	0	0
ENSG00000236869	5	2	3	5
ENSG00000236870	0	0	0	0
ENSG00000236871	24	28	15	9
ENSG00000236872	0	0	0	0
ENSG00000236874	0	0	0	0
ENSG00000236875	0	0	0	0
ENSG00000236876	0	0	0	1
ENSG00000236877	0	0	0	0
ENSG00000236878	0	0	0	0
ENSG00000236880	0	0	0	0
ENSG00000236882	0	2	1	6
ENSG00000236883	1	1	1	1
ENSG00000236885	0	0	0	0
ENSG00000236886	45	36	23	22
ENSG00000236887	0	0	0	0
ENSG00000236888	0	0	0	0
ENSG00000236889	0	0	1	0
ENSG00000236890	2	0	0	0
ENSG00000236892	0	0	0	0
ENSG00000236893	0	0	0	0
ENSG00000236894	0	0	0	0
ENSG00000236896	1	0	1	1
ENSG00000236897	0	0	0	0
ENSG00000236900	0	0	0	0
ENSG00000236901	50	54	21	41
ENSG00000236905	0	0	0	0
ENSG00000236907	0	0	0	0
ENSG00000236908	0	0	0	3
ENSG00000236909	0	0	0	0
ENSG00000236911	0	0	0	0
ENSG00000236913	0	0	0	0
ENSG00000236914	9	12	10	8
ENSG00000236915	0	0	0	0
ENSG00000236917	0	0	0	0
ENSG00000236919	0	0	0	0
ENSG00000236920	0	0	0	0
ENSG00000236921	28	28	24	25
ENSG00000236922	0	0	0	0
ENSG00000236924	7	5	1	3
ENSG00000236928	0	0	0	0
ENSG00000236929	0	0	0	0
ENSG00000236930	0	0	0	0
ENSG00000236932	0	0	0	0
ENSG00000236935	0	0	0	0
ENSG00000236936	0	0	1	0
ENSG00000236937	1	1	0	0
ENSG00000236938	0	0	0	0
ENSG00000236939	1	0	0	0
ENSG00000236940	0	0	0	0
ENSG00000236941	0	0	0	0
ENSG00000236942	0	1	0	0
ENSG00000236944	0	0	0	0
ENSG00000236946	0	0	0	0
ENSG00000236948	0	0	0	0
ENSG00000236950	0	0	0	0
ENSG00000236951	0	0	0	0
ENSG00000236953	1	0	0	2
ENSG00000236956	0	0	0	0
ENSG00000236957	0	0	0	0
ENSG00000236958	0	0	0	0
ENSG00000236959	0	0	0	0
ENSG00000236960	0	0	0	0
ENSG00000236961	0	0	1	0
ENSG00000236963	0	0	0	0
ENSG00000236965	0	0	0	0
ENSG00000236966	0	0	0	0
ENSG00000236968	0	0	0	0
ENSG00000236969	2	0	0	0
ENSG00000236972	0	0	0	0
ENSG00000236973	0	0	0	0
ENSG00000236975	0	1	0	0
ENSG00000236976	0	0	0	0
ENSG00000236977	0	0	0	0
ENSG00000236978	0	0	0	0
ENSG00000236980	0	0	0	0
ENSG00000236981	0	0	0	0
ENSG00000236982	0	0	0	0
ENSG00000236985	0	0	0	0
ENSG00000236986	74	67	51	56
ENSG00000236987	0	0	0	0
ENSG00000236988	0	0	0	0
ENSG00000236989	0	0	0	0
ENSG00000236990	0	0	0	0
ENSG00000236991	116	117	113	93
ENSG00000236992	1	1	4	2
ENSG00000236993	0	0	0	0
ENSG00000236994	0	0	0	0
ENSG00000236996	0	0	0	0
ENSG00000236998	0	0	0	1
ENSG00000236999	0	0	0	0
ENSG00000237000	0	0	0	0
ENSG00000237001	0	0	0	0
ENSG00000237002	0	0	0	0
ENSG00000237003	0	0	0	0
ENSG00000237004	50	56	53	67
ENSG00000237005	0	0	0	0
ENSG00000237007	0	0	0	0
ENSG00000237008	0	1	0	0
ENSG00000237009	42	49	50	74
ENSG00000237011	0	0	0	0
ENSG00000237013	0	0	0	0
ENSG00000237014	0	0	0	0
ENSG00000237015	10	15	12	11
ENSG00000237016	0	0	0	0
ENSG00000237017	620	686	658	675
ENSG00000237019	0	0	0	0
ENSG00000237020	0	0	0	0
ENSG00000237023	0	0	0	0
ENSG00000237024	0	0	0	0
ENSG00000237025	0	0	0	0
ENSG00000237026	0	1	0	0
ENSG00000237027	0	3	1	0
ENSG00000237031	0	0	0	4
ENSG00000237032	0	0	0	0
ENSG00000237033	0	0	0	0
ENSG00000237035	0	0	0	0
ENSG00000237036	22	41	25	30
ENSG00000237037	6	8	2	12
ENSG00000237038	0	0	0	0
ENSG00000237039	3	7	10	9
ENSG00000237040	0	0	0	0
ENSG00000237041	0	0	0	0
ENSG00000237042	0	0	0	0
ENSG00000237048	0	0	0	0
ENSG00000237049	0	0	0	0
ENSG00000237053	0	0	0	0
ENSG00000237054	794	950	1018	964
ENSG00000237055	0	0	0	0
ENSG00000237057	0	0	0	0
ENSG00000237058	0	0	0	0
ENSG00000237061	0	1	0	0
ENSG00000237062	0	0	0	0
ENSG00000237063	0	0	0	1
ENSG00000237064	0	0	0	0
ENSG00000237065	0	0	0	0
ENSG00000237068	0	0	0	0
ENSG00000237070	0	0	1	0
ENSG00000237072	0	0	0	0
ENSG00000237073	0	0	1	0
ENSG00000237074	0	0	0	0
ENSG00000237076	0	0	0	0
ENSG00000237077	0	0	0	0
ENSG00000237080	231	296	256	294
ENSG00000237082	2	7	2	2
ENSG00000237083	0	0	0	0
ENSG00000237085	0	0	0	0
ENSG00000237087	0	0	0	0
ENSG00000237088	0	0	0	0
ENSG00000237089	0	0	0	0
ENSG00000237090	0	0	0	0
ENSG00000237092	1	0	0	0
ENSG00000237094	5	3	5	4
ENSG00000237099	0	0	0	0
ENSG00000237101	43	43	34	49
ENSG00000237106	0	0	0	0
ENSG00000237107	0	0	0	0
ENSG00000237109	0	0	0	0
ENSG00000237110	0	0	0	0
ENSG00000237111	0	0	0	0
ENSG00000237115	0	2	3	0
ENSG00000237118	9	11	1	6
ENSG00000237119	0	0	0	0
ENSG00000237121	0	0	0	0
ENSG00000237124	0	0	0	0
ENSG00000237125	4	3	1	1
ENSG00000237126	151	160	174	143
ENSG00000237127	0	0	0	0
ENSG00000237128	0	0	0	0
ENSG00000237129	0	0	0	0
ENSG00000237130	0	0	0	0
ENSG00000237131	0	0	0	0
ENSG00000237133	2	3	1	8
ENSG00000237135	0	0	0	0
ENSG00000237136	1	0	0	0
ENSG00000237137	0	1	0	0
ENSG00000237138	0	0	0	0
ENSG00000237139	1	0	0	0
ENSG00000237140	0	0	0	0
ENSG00000237141	0	0	0	0
ENSG00000237148	0	0	0	0
ENSG00000237149	111	123	58	108
ENSG00000237153	10	10	16	16
ENSG00000237154	0	0	0	0
ENSG00000237158	0	1	0	0
ENSG00000237159	0	0	0	0
ENSG00000237160	0	0	0	0
ENSG00000237161	0	5	3	4
ENSG00000237162	0	0	0	0
ENSG00000237163	0	0	0	0
ENSG00000237164	0	0	0	0
ENSG00000237166	0	0	0	0
ENSG00000237167	4	1	0	0
ENSG00000237169	0	0	0	0
ENSG00000237170	0	0	0	0
ENSG00000237171	0	0	0	0
ENSG00000237172	448	530	511	420
ENSG00000237173	0	0	0	0
ENSG00000237174	1	0	0	0
ENSG00000237175	0	0	0	0
ENSG00000237176	0	1	0	0
ENSG00000237178	0	0	0	0
ENSG00000237179	0	0	0	0
ENSG00000237180	0	0	0	0
ENSG00000237181	6	13	12	12
ENSG00000237182	0	0	0	0
ENSG00000237183	0	0	0	0
ENSG00000237185	0	0	0	0
ENSG00000237186	0	0	0	0
